Cartera,Subdirección,Zona,Sucursal,Corte,Plazo,Suma de Monto,Capital,Interes,Total,Tasa de Ganancia,Vales
Viva Vale,Sureste,Tabasco Norte,Paraiso,22/04/2026,12,33408000,33408000,18433660,51841660,55.18%,4316
Viva Vale,Sureste,Veracruz Centro,Cordoba,22/04/2026,12,15008000,15008000,8184116,23192116,54.53%,2047
Viva Vale,Sureste,Veracruz Centro,Orizaba,22/04/2026,12,28935000,28935000,15761196,44696196,54.47%,3991
Viva Vale,Sureste,Veracruz Norte,Poza Rica 2,22/04/2026,12,55994000,55994000,30703460,86697460,54.83%,7244
Viva Vale,Sureste,Veracruz Norte,Tuxpan,22/04/2026,12,20187000,20187000,11079732,31266732,54.89%,2542
Viva Vale,Sureste,Veracruz Sur,Acayucan,22/04/2026,12,12459000,12459000,6849372,19308372,54.98%,1584
Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,22/04/2026,12,53644000,53644000,29480452,83124452,54.96%,7112
Viva Vale,Sureste,Veracruz Sur,Minatitlán,22/04/2026,12,29343000,29343000,16038364,45381364,54.66%,3989
Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,07/05/2026,12,31709000,31709000,17206044,48915044,54.26%,3871
Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,07/05/2026,12,18900000,18900000,10311464,29211464,54.56%,2339
Vale Amigo,Baja Sonora Norte,Baja Norte,San Quintin,07/05/2026,12,1167000,1167000,645764,1812764,55.34%,150
Vale Amigo,Baja Sonora Norte,Baja Norte,Tecate,07/05/2026,12,13066000,13066000,7173160,20239160,54.90%,1541
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana,07/05/2026,12,38622000,38622000,21135568,59757568,54.72%,4741
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,07/05/2026,12,24996000,24996000,13655480,38651480,54.63%,3114
Vale Amigo,Baja Sonora Norte,Mexicali,Mexicali,07/05/2026,12,14011000,14011000,7645424,21656424,54.57%,1775
Vale Amigo,Baja Sonora Norte,Mexicali,Puerto Peñasco,07/05/2026,12,14915000,14915000,8129356,23044356,54.50%,1933
Vale Amigo,Baja Sonora Norte,Mexicali,San Luis Rio Colorado,07/05/2026,12,33514000,33514000,18302556,51816556,54.61%,4184
Vale Amigo,Bajio,Digital Tecuala,Rosa Morada Digital,07/05/2026,12,224000,224000,122560,346560,54.71%,32
Vale Amigo,Bajio,Digital Tecuala,Ruiz Digital,07/05/2026,12,252000,252000,138216,390216,54.85%,34
Vale Amigo,Bajio,Digital Tecuala,Tecuala Digital,07/05/2026,12,7417000,7417000,3989032,11406032,53.78%,945
Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,07/05/2026,12,255000,255000,138996,393996,54.51%,37
Vale Amigo,Bajio,Durango,Durango,07/05/2026,12,56829000,56829000,30533540,87362540,53.73%,7350
Vale Amigo,Bajio,Durango,El Salto,07/05/2026,12,16730000,16730000,9137580,25867580,54.62%,2067
Vale Amigo,Bajio,Morelia,Celaya,07/05/2026,12,53805000,53805000,29204720,83009720,54.28%,6964
Vale Amigo,Bajio,Morelia,Ejecutivo Patzcuaro,07/05/2026,12,61000,61000,33260,94260,54.52%,9
Vale Amigo,Bajio,Morelia,Irapuato,07/05/2026,12,13212000,13212000,7180456,20392456,54.35%,1746
Vale Amigo,Bajio,Morelia,Morelia,07/05/2026,12,41825000,41825000,22633748,64458748,54.12%,5436
Vale Amigo,Bajio,Morelia,Uruapan,07/05/2026,12,38102000,38102000,20532488,58634488,53.89%,4985
Vale Amigo,Bajio,Santiago Papasquiaro Digital,Santiago Papasquiaro Digital,07/05/2026,12,1421000,1421000,781116,2202116,54.97%,193
Vale Amigo,Bajio,Sinaloa Sur 2,Acaponeta,07/05/2026,12,23829000,23829000,12820408,36649408,53.80%,3019
Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,07/05/2026,12,38816000,38816000,21036288,59852288,54.19%,5086
Vale Amigo,Bajio,Sinaloa Sur 2,Santiago Ixcuintla,07/05/2026,12,21032000,21032000,11237952,32269952,53.43%,2828
Vale Amigo,Bajio,Tepic,Compostela,07/05/2026,12,6281000,6281000,3354732,9635732,53.41%,857
Vale Amigo,Bajio,Tepic,Mezcales,07/05/2026,12,22785000,22785000,12355644,35140644,54.23%,2894
Vale Amigo,Bajio,Tepic,Tepic,07/05/2026,12,28634000,28634000,15165896,43799896,52.96%,3553
Vale Amigo,Bajio,Tepic,Vallarta,07/05/2026,12,31871000,31871000,17402708,49273708,54.60%,3879
Vale Amigo,Bajio,Zacatecas,Fresnillo,07/05/2026,12,24150000,24150000,13077060,37227060,54.15%,3181
Vale Amigo,Bajio,Zacatecas,Jerez,07/05/2026,12,7771000,7771000,4170876,11941876,53.67%,1010
Vale Amigo,Bajio,Zacatecas,Rio Grande,07/05/2026,12,51047000,51047000,27536220,78583220,53.94%,6269
Vale Amigo,Bajio,Zacatecas,Zacatecas,07/05/2026,12,40980000,40980000,21936520,62916520,53.53%,5264
Vale Amigo,CERRADA,CERRADA,CERRADA,07/05/2026,12,3654000,3654000,1966636,5620636,53.82%,499
Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,07/05/2026,12,26009000,26009000,13920904,39929904,53.52%,3493
Vale Amigo,Chihuahua,Chihuahua Centro,Cuauhtemoc,07/05/2026,12,18214000,18214000,9902772,28116772,54.37%,2368
Vale Amigo,Chihuahua,Chihuahua Centro,Parral,07/05/2026,12,27766000,27766000,14989960,42755960,53.99%,3648
Vale Amigo,Chihuahua,Chihuahua Norte,Casas Grandes,07/05/2026,12,9669000,9669000,5265308,14934308,54.46%,1300
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez,07/05/2026,12,56956000,56956000,30818152,87774152,54.11%,7454
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,07/05/2026,12,20056000,20056000,10890384,30946384,54.30%,2609
Vale Amigo,Chihuahua,Chihuahua Sur,Camargo,07/05/2026,12,12818000,12818000,6968404,19786404,54.36%,1644
Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,07/05/2026,12,16467000,16467000,8738576,25205576,53.07%,2344
Vale Amigo,Chihuahua,Chihuahua Sur,Jimenez,07/05/2026,12,8976000,8976000,4824140,13800140,53.74%,1241
Vale Amigo,Chihuahua,Chihuahua Sur,Meoqui,07/05/2026,12,11512000,11512000,6178796,17690796,53.67%,1530
Vale Amigo,Digital Suroeste,Digital Chiapas,Comitan Digital,07/05/2026,12,1908000,1908000,1050748,2958748,55.07%,243
Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,07/05/2026,12,1490000,1490000,792696,2282696,53.20%,252
Vale Amigo,Digital Suroeste,Digital Chiapas,Villa Flores Digital,07/05/2026,12,582000,582000,311384,893384,53.50%,86
Vale Amigo,Digital Suroeste,Digital Guerrero,Acapulco Digital,07/05/2026,12,609000,609000,332988,941988,54.68%,80
Vale Amigo,Digital Suroeste,Digital Guerrero,Chilpancingo Digital,07/05/2026,12,590000,590000,320176,910176,54.27%,77
Vale Amigo,Digital Suroeste,Digital Guerrero,Coyuca de Benitez Digital,07/05/2026,12,745000,745000,410516,1155516,55.10%,95
Vale Amigo,Digital Suroeste,Digital Guerrero,Iguala Digital,07/05/2026,12,753000,753000,418812,1171812,55.62%,95
Vale Amigo,Digital Suroeste,Digital Oaxaca,Ixtepec Digital,07/05/2026,12,2859000,2859000,1543736,4402736,54.00%,405
Vale Amigo,Digital Suroeste,Digital Oaxaca,Juchitan Digital,07/05/2026,12,3985000,3985000,2164020,6149020,54.30%,531
Vale Amigo,Digital Suroeste,Digital Oaxaca,Matias Romero Digital,07/05/2026,12,1629000,1629000,902996,2531996,55.43%,206
Vale Amigo,Digital Suroeste,Digital Oaxaca,Tehuantepec Digital,07/05/2026,12,2355000,2355000,1296424,3651424,55.05%,307
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Huatulco Digital,07/05/2026,12,128000,128000,71296,199296,55.70%,16
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Pinotepa Nacional Digital,07/05/2026,12,622000,622000,343144,965144,55.17%,81
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Puerto Escondido Digital,07/05/2026,12,278000,278000,153520,431520,55.22%,37
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,07/05/2026,12,1281000,1281000,706924,1987924,55.19%,167
Vale Amigo,Noreste,Coahuila,Guadalupe Victoria,07/05/2026,12,17687000,17687000,9694280,27381280,54.81%,2196
Vale Amigo,Noreste,Coahuila,Parras,07/05/2026,12,5382000,5382000,2927004,8309004,54.39%,670
Vale Amigo,Noreste,Coahuila,San Pedro,07/05/2026,12,13976000,13976000,7600952,21576952,54.39%,1762
Vale Amigo,Noreste,Coahuila Norte,Acuña,07/05/2026,12,38822000,38822000,21169548,59991548,54.53%,4759
Vale Amigo,Noreste,Coahuila Norte,Monclova,07/05/2026,12,41820000,41820000,22839244,64659244,54.61%,4948
Vale Amigo,Noreste,Coahuila Norte,Piedras Negras,07/05/2026,12,38299000,38299000,20902304,59201304,54.58%,4814
Vale Amigo,Noreste,Digital San Luis,Cd Mante Digital,07/05/2026,12,2765000,2765000,1516356,4281356,54.84%,361
Vale Amigo,Noreste,Digital San Luis,Cd Victoria Digital,07/05/2026,12,2322000,2322000,1276244,3598244,54.96%,307
Vale Amigo,Noreste,Digital San Luis,San Luis Potosi Digital,07/05/2026,12,5649000,5649000,3095164,8744164,54.79%,718
Vale Amigo,Noreste,Reynosa Digital,Matamoros Digital,07/05/2026,12,24000,24000,13368,37368,55.70%,3
Vale Amigo,Noreste,Reynosa Digital,Reynosa Digital,07/05/2026,12,37000,37000,20444,57444,55.25%,5
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Cadereyta,07/05/2026,12,13591000,13591000,7370376,20961376,54.23%,1659
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Linares,07/05/2026,12,18985000,18985000,10118364,29103364,53.30%,2660
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Saltillo,07/05/2026,12,46471000,46471000,25005720,71476720,53.81%,6115
Vale Amigo,Noreste,San Luis,Ciudad Valles,07/05/2026,12,19943000,19943000,10957600,30900600,54.94%,2278
Vale Amigo,Noreste,San Luis,Matehuala,07/05/2026,12,20648000,20648000,11090856,31738856,53.71%,2798
Vale Amigo,Noreste,Tamaulipas,Altamira,07/05/2026,12,67502000,67502000,36145056,103647056,53.55%,8504
Vale Amigo,Noreste,Tamaulipas,Tampico Norte,07/05/2026,12,70941000,70941000,37951516,108892516,53.50%,8980
Vale Amigo,Noreste,Tampico,Tampico Centro,07/05/2026,12,110972000,110972000,59584064,170556064,53.69%,13981
Vale Amigo,Noreste,Tampico,Tampico Madero,07/05/2026,12,54865000,54865000,29411680,84276680,53.61%,7043
Vale Amigo,Pacifico,Digital Baja Sur,Loreto Digital,07/05/2026,12,1986000,1986000,1086108,3072108,54.69%,273
Vale Amigo,Pacifico,Digital Baja Sur,Santa Rosalia Digital,07/05/2026,12,1182000,1182000,645896,1827896,54.64%,161
Vale Amigo,Pacifico,Digital Baja Sur,Vizcaino Digital,07/05/2026,12,374000,374000,207544,581544,55.49%,48
Vale Amigo,Pacifico,Digital Sonora Norte 2,Cananea Digital,07/05/2026,12,2210000,2210000,1198980,3408980,54.25%,298
Vale Amigo,Pacifico,Digital Sonora Norte 2,Imuris Digital,07/05/2026,12,2831000,2831000,1529384,4360384,54.02%,331
Vale Amigo,Pacifico,Digital Sonora Norte 2,Nogales,07/05/2026,12,36481000,36481000,19970768,56451768,54.74%,4569
Vale Amigo,Pacifico,Digital Sonora Norte 2,Santa Ana Digital,07/05/2026,12,3593000,3593000,1947172,5540172,54.19%,442
Vale Amigo,Pacifico,La Paz 1,La Paz,07/05/2026,12,71249000,71249000,38168524,109417524,53.57%,8616
Vale Amigo,Pacifico,La Paz 1,La Paz 2,07/05/2026,12,64653000,64653000,34642044,99295044,53.58%,7924
Vale Amigo,Pacifico,La Paz 2,Cd.Constitución,07/05/2026,12,22193000,22193000,12040260,34233260,54.25%,2758
Vale Amigo,Pacifico,La Paz 2,La Paz 3,07/05/2026,12,20900000,20900000,11256528,32156528,53.86%,2498
Vale Amigo,Pacifico,La Paz 2,La Paz 4,07/05/2026,12,176000,176000,95872,271872,54.47%,21
Vale Amigo,Pacifico,Los Cabos,Cabo San Lucas,07/05/2026,12,59722000,59722000,32637312,92359312,54.65%,6911
Vale Amigo,Pacifico,Los Cabos,San Jose Del Cabo,07/05/2026,12,56565000,56565000,30790208,87355208,54.43%,6388
Vale Amigo,Pacifico,Mazatlan,La Cruz,07/05/2026,12,22903000,22903000,12383732,35286732,54.07%,2773
Vale Amigo,Pacifico,Mazatlan,Mazatlán Centro,07/05/2026,12,65211000,65211000,34722896,99933896,53.25%,8636
Vale Amigo,Pacifico,Mazatlan,Rosario,07/05/2026,12,28338000,28338000,15337540,43675540,54.12%,3739
Vale Amigo,Pacifico,Obregon,Obregón Centro 1,07/05/2026,12,40823000,40823000,21717964,62540964,53.20%,5277
Vale Amigo,Pacifico,Obregon,Obregón Esperanza,07/05/2026,12,17021000,17021000,8994156,26015156,52.84%,2142
Vale Amigo,Pacifico,Obregon,Obregón Perisur,07/05/2026,12,25250000,25250000,13383628,38633628,53.00%,3345
Vale Amigo,Pacifico,Sinaloa Centro,Culiacán Centro,07/05/2026,12,41192000,41192000,22137652,63329652,53.74%,5254
Vale Amigo,Pacifico,Sinaloa Centro,Culiacán San Isidro,07/05/2026,12,42659000,42659000,22863984,65522984,53.60%,5431
Vale Amigo,Pacifico,Sinaloa Centro,Guamuchil,07/05/2026,12,16475000,16475000,8787100,25262100,53.34%,2058
Vale Amigo,Pacifico,Sinaloa Sur 1,Costa Rica,07/05/2026,12,12578000,12578000,6799184,19377184,54.06%,1626
Vale Amigo,Pacifico,Sinaloa Sur 1,El Dorado,07/05/2026,12,16317000,16317000,8810988,25127988,54.00%,2080
Vale Amigo,Pacifico,Sinaloa Sur 1,Navolato,07/05/2026,12,20509000,20509000,10873672,31382672,53.02%,2746
Vale Amigo,Pacifico,Sonora Centro,Empalme,07/05/2026,12,29634000,29634000,15834728,45468728,53.43%,3781
Vale Amigo,Pacifico,Sonora Centro,Guaymas,07/05/2026,12,40549000,40549000,21667760,62216760,53.44%,5144
Vale Amigo,Pacifico,Sonora Centro,Hermosillo,07/05/2026,12,33489000,33489000,18009068,51498068,53.78%,4227
Vale Amigo,Pacifico,Sonora Centro,Hermosillo Digital,07/05/2026,12,30000,30000,16488,46488,54.96%,4
Vale Amigo,Pacifico,Sonora Norte 1,Caborca,07/05/2026,12,21477000,21477000,11478580,32955580,53.45%,2714
Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,07/05/2026,12,11846000,11846000,6397792,18243792,54.01%,1504
Vale Amigo,Pacifico,Sonora Sur,Huatabampo,07/05/2026,12,16472000,16472000,8769512,25241512,53.24%,2166
Vale Amigo,Pacifico,Sonora Sur,Navojoa,07/05/2026,12,19960000,19960000,10556748,30516748,52.89%,2727
Vale Amigo,Por Asignar,Por Asignar,Por Asignar,07/05/2026,12,7340000,7340000,3938652,11278652,53.66%,1046
Vale Amigo,Sureste,Digital Veracruz Norte,Huachinango Digital,07/05/2026,12,426000,426000,234968,660968,55.16%,55
Vale Amigo,Sureste,Digital Veracruz Norte,Martínez de la Torre Digital,07/05/2026,12,7295000,7295000,3987944,11282944,54.67%,961
Vale Amigo,Sureste,Digital Veracruz Norte,Papantla Digital,07/05/2026,12,1033000,1033000,565532,1598532,54.75%,140
Vale Amigo,Sureste,Digital Veracruz Norte,Veracruz Digital,07/05/2026,12,1952000,1952000,1068280,3020280,54.73%,265
Vale Amigo,Sureste,Tabasco Centro,Macuspana,07/05/2026,12,52123000,52123000,28385576,80508576,54.46%,6085
Vale Amigo,Sureste,Tabasco Centro,Teapa,07/05/2026,12,34090000,34090000,18534724,52624724,54.37%,4166
Vale Amigo,Sureste,Tabasco Centro,Villahermosa,07/05/2026,12,45454000,45454000,24575728,70029728,54.07%,5984
Vale Amigo,Sureste,Tabasco Centro,Villahermosa 2,07/05/2026,12,40074000,40074000,21884104,61958104,54.61%,4868
Vale Amigo,Sureste,Tabasco Norte,Cardenas,07/05/2026,12,74874000,74874000,40387044,115261044,53.94%,9974
Vale Amigo,Sureste,Tabasco Norte,Comalcalco,07/05/2026,12,63221000,63221000,34248312,97469312,54.17%,8069
Vale Amigo,Sureste,Tabasco Norte,Paraiso,07/05/2026,12,34637000,34637000,18759464,53396464,54.16%,4411
Vale Amigo,Sureste,Veracruz Centro,Cordoba,07/05/2026,12,43148000,43148000,23383352,66531352,54.19%,5770
Vale Amigo,Sureste,Veracruz Centro,Orizaba,07/05/2026,12,53262000,53262000,28704308,81966308,53.89%,6922
Vale Amigo,Sureste,Veracruz Norte,Poza Rica,07/05/2026,12,74142000,74142000,40035024,114177024,54.00%,9206
Vale Amigo,Sureste,Veracruz Norte,Tuxpan,07/05/2026,12,30612000,30612000,16485236,47097236,53.85%,3711
Vale Amigo,Sureste,Veracruz Sur,Acayucan,07/05/2026,12,35388000,35388000,19116680,54504680,54.02%,4530
Vale Amigo,Sureste,Veracruz Sur,Coatzacoalcos,07/05/2026,12,77948000,77948000,42232592,120180592,54.18%,9817
Vale Amigo,Sureste,Veracruz Sur,Minatitlán,07/05/2026,12,47033000,47033000,25491072,72524072,54.20%,6100
Vale Amigo,Sureste,Veracruz Sur,San Andres Tuxtla Digital,07/05/2026,12,24000,24000,13368,37368,55.70%,3
Viva Vale,Bajio,Morelia,Celaya,07/05/2026,12,14912000,14912000,8208364,23120364,55.05%,1965
Viva Vale,Bajio,Morelia,Morelia,07/05/2026,12,22200000,22200000,12047592,34247592,54.27%,2938
Viva Vale,Bajio,Morelia,Uruapan,07/05/2026,12,10678000,10678000,5787384,16465384,54.20%,1449
Viva Vale,Bajio,Sinaloa Sur 2,Escuinapa,07/05/2026,12,19327000,19327000,10566828,29893828,54.67%,2620
Viva Vale,Bajio,Tepic,Tepic,07/05/2026,12,7064000,7064000,3822820,10886820,54.12%,948
Viva Vale,Chihuahua,Chihuahua Centro,Chihuahua Centro,07/05/2026,12,5354000,5354000,2835952,8189952,52.97%,753
Viva Vale,Chihuahua,Chihuahua Centro,Cuauhtemoc,07/05/2026,12,14705000,14705000,8047108,22752108,54.72%,1910
Viva Vale,Chihuahua,Chihuahua Centro,Parral,07/05/2026,12,11845000,11845000,6399784,18244784,54.03%,1664
Viva Vale,Chihuahua,Chihuahua Norte,Casas Grandes,07/05/2026,12,5502000,5502000,3011044,8513044,54.73%,731
Viva Vale,Chihuahua,Chihuahua Norte,Cd. Juárez 2,07/05/2026,12,15121000,15121000,8321296,23442296,55.03%,1993
Viva Vale,Chihuahua,Chihuahua Sur,Camargo,07/05/2026,12,6515000,6515000,3494936,10009936,53.64%,911
Viva Vale,Chihuahua,Chihuahua Sur,Delicias,07/05/2026,12,7427000,7427000,4000304,11427304,53.86%,1033
Viva Vale,Chihuahua,Chihuahua Sur,Jimenez,07/05/2026,12,8729000,8729000,4634548,13363548,53.09%,1262
Viva Vale,Chihuahua,Chihuahua Sur,Meoqui,07/05/2026,12,2794000,2794000,1477452,4271452,52.88%,407
Viva Vale,Noreste,Coahuila Norte,Monclova,07/05/2026,12,22850000,22850000,12507092,35357092,54.74%,2813
Viva Vale,Noreste,Saltillo/Nuevo Leon,Cadereyta,07/05/2026,12,13247000,13247000,7230692,20477692,54.58%,1733
Viva Vale,Noreste,Saltillo/Nuevo Leon,Saltillo,07/05/2026,12,11325000,11325000,6190076,17515076,54.66%,1498
Viva Vale,Noreste,San Luis,Ciudad Valles,07/05/2026,12,15633000,15633000,8645376,24278376,55.30%,1912
Viva Vale,Noreste,San Luis,Matehuala,07/05/2026,12,15604000,15604000,8424132,24028132,53.99%,2158
Viva Vale,Noreste,Tamaulipas,Altamira,07/05/2026,12,31922000,31922000,17221536,49143536,53.95%,4234
Viva Vale,Noreste,Tampico,Tampico Centro,07/05/2026,12,49917000,49917000,27304448,77221448,54.70%,6631
Viva Vale,Noreste,Tampico,Tampico Madero,07/05/2026,12,38306000,38306000,20955088,59261088,54.70%,5081
Viva Vale,Pacifico,Los Cabos,Cabo San Lucas,07/05/2026,12,19037000,19037000,10447592,29484592,54.88%,2338
Viva Vale,Pacifico,Los Cabos,San Jose Del Cabo,07/05/2026,12,21001000,21001000,11468992,32469992,54.61%,2528
Viva Vale,Pacifico,Mazatlan,La Cruz,07/05/2026,12,7550000,7550000,4092048,11642048,54.20%,972
Viva Vale,Pacifico,Mazatlan,Mazatlán Centro,07/05/2026,12,9647000,9647000,5236892,14883892,54.29%,1323
Viva Vale,Pacifico,Sinaloa Centro,Culiacán Centro,07/05/2026,12,10653000,10653000,5703128,16356128,53.54%,1448
Viva Vale,Pacifico,Sinaloa Sur 1,El Dorado,07/05/2026,12,1351000,1351000,733016,2084016,54.26%,176
Viva Vale,Pacifico,Sinaloa Sur 1,Navolato,07/05/2026,12,1592000,1592000,859852,2451852,54.01%,207
Viva Vale,Sureste,Tabasco Centro,Macuspana,07/05/2026,12,23839000,23839000,13194544,37033544,55.35%,2931
Viva Vale,Sureste,Tabasco Centro,Teapa,07/05/2026,12,18772000,18772000,10209872,28981872,54.39%,2354
Viva Vale,Sureste,Tabasco Centro,Villahermosa,07/05/2026,12,30874000,30874000,16894964,47768964,54.72%,4145
Viva Vale,Sureste,Tabasco Norte,Cardenas 2,07/05/2026,12,40811000,40811000,22263196,63074196,54.55%,5573
Viva Vale,Sureste,Tabasco Norte,Comalcalco,07/05/2026,12,23100000,23100000,12737408,35837408,55.14%,3008
Viva Vale,Sureste,Tabasco Norte,Paraiso,07/05/2026,12,33408000,33408000,18433660,51841660,55.18%,4316
Viva Vale,Sureste,Veracruz Centro,Cordoba,07/05/2026,12,15008000,15008000,8184116,23192116,54.53%,2047
Viva Vale,Sureste,Veracruz Centro,Orizaba,07/05/2026,12,28935000,28935000,15761196,44696196,54.47%,3991
Viva Vale,Sureste,Veracruz Norte,Poza Rica 2,07/05/2026,12,55994000,55994000,30703460,86697460,54.83%,7244
Viva Vale,Sureste,Veracruz Norte,Tuxpan,07/05/2026,12,20187000,20187000,11079732,31266732,54.89%,2542
Viva Vale,Sureste,Veracruz Sur,Acayucan,07/05/2026,12,12459000,12459000,6849372,19308372,54.98%,1584
Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,07/05/2026,12,53644000,53644000,29480452,83124452,54.96%,7112
Viva Vale,Sureste,Veracruz Sur,Minatitlán,07/05/2026,12,29343000,29343000,16038364,45381364,54.66%,3989
Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,22/05/2026,12,31709000,31709000,17206044,48915044,54.26%,3871
Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,22/05/2026,12,18900000,18900000,10311464,29211464,54.56%,2339
Vale Amigo,Baja Sonora Norte,Baja Norte,San Quintin,22/05/2026,12,1167000,1167000,645764,1812764,55.34%,150
Vale Amigo,Baja Sonora Norte,Baja Norte,Tecate,22/05/2026,12,13066000,13066000,7173160,20239160,54.90%,1541
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana,22/05/2026,12,38622000,38622000,21135568,59757568,54.72%,4741
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,22/05/2026,12,24996000,24996000,13655480,38651480,54.63%,3114
Vale Amigo,Baja Sonora Norte,Mexicali,Mexicali,22/05/2026,12,14011000,14011000,7645424,21656424,54.57%,1775
Vale Amigo,Baja Sonora Norte,Mexicali,Puerto Peñasco,22/05/2026,12,14915000,14915000,8129356,23044356,54.50%,1933
Vale Amigo,Baja Sonora Norte,Mexicali,San Luis Rio Colorado,22/05/2026,12,33514000,33514000,18302556,51816556,54.61%,4184
Vale Amigo,Bajio,Digital Tecuala,Rosa Morada Digital,22/05/2026,12,224000,224000,122560,346560,54.71%,32
Vale Amigo,Bajio,Digital Tecuala,Ruiz Digital,22/05/2026,12,252000,252000,138216,390216,54.85%,34
Vale Amigo,Bajio,Digital Tecuala,Tecuala Digital,22/05/2026,12,7417000,7417000,3989032,11406032,53.78%,945
Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,22/05/2026,12,255000,255000,138996,393996,54.51%,37
Vale Amigo,Bajio,Durango,Durango,22/05/2026,12,56829000,56829000,30533540,87362540,53.73%,7350
Vale Amigo,Bajio,Durango,El Salto,22/05/2026,12,16730000,16730000,9137580,25867580,54.62%,2067
Vale Amigo,Bajio,Morelia,Celaya,22/05/2026,12,53805000,53805000,29204720,83009720,54.28%,6964
Vale Amigo,Bajio,Morelia,Ejecutivo Patzcuaro,22/05/2026,12,61000,61000,33260,94260,54.52%,9
Vale Amigo,Bajio,Morelia,Irapuato,22/05/2026,12,13212000,13212000,7180456,20392456,54.35%,1746
Vale Amigo,Bajio,Morelia,Morelia,22/05/2026,12,41825000,41825000,22633748,64458748,54.12%,5436
Vale Amigo,Bajio,Morelia,Uruapan,22/05/2026,12,38102000,38102000,20532488,58634488,53.89%,4985
Vale Amigo,Bajio,Santiago Papasquiaro Digital,Santiago Papasquiaro Digital,22/05/2026,12,1421000,1421000,781116,2202116,54.97%,193
Vale Amigo,Bajio,Sinaloa Sur 2,Acaponeta,22/05/2026,12,23829000,23829000,12820408,36649408,53.80%,3019
Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,22/05/2026,12,38816000,38816000,21036288,59852288,54.19%,5086
Vale Amigo,Bajio,Sinaloa Sur 2,Santiago Ixcuintla,22/05/2026,12,21032000,21032000,11237952,32269952,53.43%,2828
Vale Amigo,Bajio,Tepic,Compostela,22/05/2026,12,6281000,6281000,3354732,9635732,53.41%,857
Vale Amigo,Bajio,Tepic,Mezcales,22/05/2026,12,22785000,22785000,12355644,35140644,54.23%,2894
Vale Amigo,Bajio,Tepic,Tepic,22/05/2026,12,28634000,28634000,15165896,43799896,52.96%,3553
Vale Amigo,Bajio,Tepic,Vallarta,22/05/2026,12,31871000,31871000,17402708,49273708,54.60%,3879
Vale Amigo,Bajio,Zacatecas,Fresnillo,22/05/2026,12,24150000,24150000,13077060,37227060,54.15%,3181
Vale Amigo,Bajio,Zacatecas,Jerez,22/05/2026,12,7771000,7771000,4170876,11941876,53.67%,1010
Vale Amigo,Bajio,Zacatecas,Rio Grande,22/05/2026,12,51047000,51047000,27536220,78583220,53.94%,6269
Vale Amigo,Bajio,Zacatecas,Zacatecas,22/05/2026,12,40980000,40980000,21936520,62916520,53.53%,5264
Vale Amigo,CERRADA,CERRADA,CERRADA,22/05/2026,12,3654000,3654000,1966636,5620636,53.82%,499
Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,22/05/2026,12,26009000,26009000,13920904,39929904,53.52%,3493
Vale Amigo,Chihuahua,Chihuahua Centro,Cuauhtemoc,22/05/2026,12,18214000,18214000,9902772,28116772,54.37%,2368
Vale Amigo,Chihuahua,Chihuahua Centro,Parral,22/05/2026,12,27766000,27766000,14989960,42755960,53.99%,3648
Vale Amigo,Chihuahua,Chihuahua Norte,Casas Grandes,22/05/2026,12,9669000,9669000,5265308,14934308,54.46%,1300
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez,22/05/2026,12,56956000,56956000,30818152,87774152,54.11%,7454
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,22/05/2026,12,20056000,20056000,10890384,30946384,54.30%,2609
Vale Amigo,Chihuahua,Chihuahua Sur,Camargo,22/05/2026,12,12818000,12818000,6968404,19786404,54.36%,1644
Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,22/05/2026,12,16467000,16467000,8738576,25205576,53.07%,2344
