Sub,Zona,Sucursal,Coordinacion,Marca,Fecha de Corte,Calidad de Cartera H,Colocado PP H,Cartera H,Colocado Neto H,Colocado Neto al Corriente H,Mora H,Distribuidoras Totales H,Distribuidoras al Corriente H,Distribuidoras en Mora H,Clientes Totales H,Clientes al Corriente H,Clientes con H,Var Calidad,Var Colocado Neto,Var Colocado N al Corriente,Var Mora,Var Dist Tot,Var Dist Corriente,Var Dist en Mora,Var Clientes Tot,Var Clientes al Cte,Var H,Recup Calidad,Recup Mora,Recup Dv en Mora
Chihuahua,Chihuahua Norte,Cd. Juárez 2,Juarez 2 D,Viva Vale,06/06/2026,79.84%,295733,1786140,2081873,1662069,419804,46,33,13,390,300,,79.84%,2081873,1662069,419804,46,33,13,390,300,,79.84%,419803.75,13
Chihuahua,Chihuahua Sur,Camargo,Camargo A,Vale Amigo,06/06/2026,58.07%,731608,3385048,4116656,2390435,1726221,81,45,36,721,371,,58.07%,4116656,2390435,1726221,81,45,36,721,371,,58.07%,1726220.81,36
Chihuahua,Chihuahua Sur,Camargo,Camargo B,Vale Amigo,06/06/2026,44.23%,604508,2990132,3594640,1589775,2004865,84,42,42,741,264,,44.23%,3594640,1589775,2004865,84,42,42,741,264,,44.23%,2004864.64,42
Chihuahua,Chihuahua Sur,Camargo,Camargo C,Vale Amigo,06/06/2026,57.28%,597386,2722718,3320104,1901672,1418432,86,33,53,671,308,,57.28%,3320104,1901672,1418432,86,33,53,671,308,,57.28%,1418432.17,53
Chihuahua,Chihuahua Sur,Camargo,Camargo D,Viva Vale,06/06/2026,64.99%,362544,1654615,2017159,1310988,706170,54,37,17,369,226,13,64.99%,2017159,1310988,706170,54,37,17,369,226,13,64.99%,706170.19,17
Chihuahua,Chihuahua Sur,Camargo,Camargo E,Viva Vale,06/06/2026,68.48%,383897,1800826,2184723,1496192,688532,57,45,12,403,255,23,68.48%,2184723,1496192,688532,57,45,12,403,255,23,68.48%,688531.67,12
Chihuahua,Chihuahua Sur,Delicias,Delicias A,Vale Amigo,06/06/2026,57.81%,763904,3013327,3777231,2183712,1593519,117,69,48,740,343,30,57.81%,3777231,2183712,1593519,117,69,48,740,343,30,57.81%,1593519.15,48
Chihuahua,Chihuahua Sur,Delicias,Delicias B,Vale Amigo,06/06/2026,63.20%,762074,3247732,4009806,2534293,1475513,124,74,50,818,463,,63.20%,4009806,2534293,1475513,124,74,50,818,463,,63.20%,1475512.84,50
Chihuahua,Chihuahua Sur,Delicias,Delicias C,Vale Amigo,06/06/2026,56.61%,925799,3931099,4856898,2749674,2107225,127,68,59,972,430,33,56.61%,4856898,2749674,2107225,127,68,59,972,430,33,56.61%,2107224.6,59
Chihuahua,Chihuahua Sur,Delicias,Delicias D,Vale Amigo,06/06/2026,35.60%,646846,2461253,3108098,1106416,2001682,109,37,72,687,169,17,35.60%,3108098,1106416,2001682,109,37,72,687,169,17,35.60%,2001681.76,72
Chihuahua,Chihuahua Sur,Delicias,Delicias E,Viva Vale,06/06/2026,66.03%,646266,3048710,3694976,2439643,1255333,130,92,38,735,451,27,66.03%,3694976,2439643,1255333,130,92,38,735,451,27,66.03%,1255332.62,38
Chihuahua,Chihuahua Sur,Jimenez,Jimenez A,Vale Amigo,06/06/2026,70.67%,695510,3127991,3823502,2702064,1121438,106,77,29,755,497,10,70.67%,3823502,2702064,1121438,106,77,29,755,497,10,70.67%,1121438.07,29
Chihuahua,Chihuahua Sur,Jimenez,Jimenez B,Vale Amigo,06/06/2026,82.43%,511402,1868502,2379904,1961677,418227,82,57,25,454,343,,82.43%,2379904,1961677,418227,82,57,25,454,343,,82.43%,418227.14,25
Chihuahua,Chihuahua Sur,Jimenez,Jimenez C,Viva Vale,06/06/2026,82.32%,553002,2732314,3285317,2704343,580974,96,81,15,690,538,9,82.32%,3285317,2704343,580974,96,81,15,690,538,9,82.32%,580974.03,15
Chihuahua,Chihuahua Sur,Meoqui,Meoqui A,Vale Amigo,06/06/2026,51.65%,862084,4022112,4884196,2522532,2361664,131,66,65,967,431,12,51.65%,4884196,2522532,2361664,131,66,65,967,431,12,51.65%,2361664.26,65
Chihuahua,Chihuahua Sur,Meoqui,Meoqui B,Vale Amigo,06/06/2026,69.30%,723465,4218254,4941718,3424469,1517249,153,81,72,1051,614,11,69.30%,4941718,3424469,1517249,153,81,72,1051,614,11,69.30%,1517249.36,72
Chihuahua,Chihuahua Sur,Meoqui,Meoqui C,Viva Vale,06/06/2026,75.55%,513775,2298686,2812462,2124762,687700,93,72,21,582,392,22,75.55%,2812462,2124762,687700,93,72,21,582,392,22,75.55%,687699.63,21
Digital Suroeste,Digital Chiapas,Comitan Digital,Ejecutivo Comitan A,Vale Amigo,06/06/2026,82.53%,189033,1720296,1909329,1575724,333605,67,52,15,469,370,,82.53%,1909329,1575724,333605,67,52,15,469,370,,82.53%,333605.1,15
Digital Suroeste,Digital Chiapas,Tonala Digital,Ejecutivo Tonala A,Vale Amigo,06/06/2026,88.73%,139546,1256515,1396060,1238767,157293,35,28,7,384,323,,88.73%,1396060,1238767,157293,35,28,7,384,323,,88.73%,157293.42,7
Digital Suroeste,Digital Chiapas,Villa Flores Digital,Ejecutivo Villa Flores A,Vale Amigo,06/06/2026,83.20%,50996,770416,821412,683451,137961,25,21,4,242,215,,83.20%,821412,683451,137961,25,21,4,242,215,,83.20%,137961.45,4
Digital Suroeste,Digital Guerrero,Acapulco Digital,Ejecutivo Acapulco A,Vale Amigo,06/06/2026,92.81%,128277,583517,711794,660624,51170,22,20,2,161,146,,92.81%,711794,660624,51170,22,20,2,161,146,,92.81%,51169.89,2
Digital Suroeste,Digital Guerrero,Chilpancingo Digital,Ejecutivo Chilpancingo A,Vale Amigo,06/06/2026,100.00%,47087,567308,614395,614395,,26,26,,156,156,,100.00%,614395,614395,,26,26,,156,156,,100.00%,,
Digital Suroeste,Digital Guerrero,Coyuca de Benitez Digital,Ejecutivo Coyuca De Benitez A,Vale Amigo,06/06/2026,96.32%,113498,752414,865912,834067,31845,31,30,1,211,202,,96.32%,865912,834067,31845,31,30,1,211,202,,96.32%,31844.76,1
Digital Suroeste,Digital Guerrero,Cruz Grande,Coordinación A Cruz Grande,Vale Amigo,06/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Suroeste,Digital Guerrero,Iguala Digital,Ejecutivo Iguala A,Vale Amigo,06/06/2026,100.00%,90050,934022,1024072,1024072,,36,36,,279,279,,100.00%,1024072,1024072,,36,36,,279,279,,100.00%,,
Digital Suroeste,Digital Oaxaca,Ixtepec Digital,Ejecutivo Ixtepec A,Vale Amigo,06/06/2026,94.34%,261211,3022953,3284164,3098195,185969,48,43,5,749,700,,94.34%,3284164,3098195,185969,48,43,5,749,700,,94.34%,185968.6,5
Digital Suroeste,Digital Oaxaca,Juchitan Digital,Ejecutivo Juchitan A,Vale Amigo,06/06/2026,80.30%,258915,3258600,3517515,2824541,692974,84,59,25,849,625,,80.30%,3517515,2824541,692974,84,59,25,849,625,,80.30%,692974.17,25
Digital Suroeste,Digital Oaxaca,Matias Romero Digital,Ejecutivo Matias Romero A,Vale Amigo,06/06/2026,96.23%,193121,1945207,2138328,2057803,80525,42,39,3,501,478,,96.23%,2138328,2057803,80525,42,39,3,501,478,,96.23%,80524.86,3
Digital Suroeste,Digital Oaxaca,Tehuantepec Digital,Ejecutivo Tehuantepec A,Vale Amigo,06/06/2026,81.83%,211494,2754432,2965926,2427115,538811,72,50,22,758,577,,81.83%,2965926,2427115,538811,72,50,22,758,577,,81.83%,538810.55,22
Digital Suroeste,Digital Oaxaca Costa,Huatulco Digital,Ejecutivo Huatulco A,Vale Amigo,06/06/2026,100.00%,13600,288348,301948,301948,,13,13,,92,92,,100.00%,301948,301948,,13,13,,92,92,,100.00%,,
Digital Suroeste,Digital Oaxaca Costa,Pinotepa Nacional Digital,Ejecutivo Pinotepa Nacional A,Vale Amigo,06/06/2026,86.36%,50742,775325,826068,713411,112657,29,25,4,179,154,,86.36%,826068,713411,112657,29,25,4,179,154,,86.36%,112656.86,4
Digital Suroeste,Digital Oaxaca Costa,Puerto Escondido Digital,Ejecutivo Puerto Escondido A,Vale Amigo,06/06/2026,92.09%,17400,376935,394335,363130,31205,17,16,1,95,87,,92.09%,394335,363130,31205,17,16,1,95,87,,92.09%,31205,1
Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,Ejecutivo Salina Cruz A,Vale Amigo,06/06/2026,89.34%,177309,1842932,2020241,1804916,215325,63,55,8,606,518,,89.34%,2020241,1804916,215325,63,55,8,606,518,,89.34%,215324.89,8
Noreste,Coahuila,Guadalupe Victoria,Guadalupe Victoria A,Vale Amigo,06/06/2026,69.93%,501778,4963110,5464888,3821525,1643363,83,48,35,1153,753,,69.93%,5464888,3821525,1643363,83,48,35,1153,753,,69.93%,1643362.76,35
Noreste,Coahuila,Guadalupe Victoria,Guadalupe Victoria B,Vale Amigo,06/06/2026,72.48%,597335,4823571,5420906,3929132,1491774,91,60,31,1094,751,,72.48%,5420906,3929132,1491774,91,60,31,1094,751,,72.48%,1491774.14,31
Noreste,Coahuila,Parras,Parras A,Vale Amigo,06/06/2026,65.49%,782211,5054971,5837182,3822516,2014666,157,94,63,1346,747,35,65.49%,5837182,3822516,2014666,157,94,63,1346,747,35,65.49%,2014665.51,63
Noreste,Coahuila,Parras,parras B,Vale Amigo,06/06/2026,100.00%,0,71188,71188,71188,,5,5,,14,14,,100.00%,71188,71188,,5,5,,14,14,,100.00%,,
Noreste,Coahuila,San Pedro,San Pedro A,Vale Amigo,06/06/2026,53.63%,687476,4294583,4982059,2671656,2310403,120,62,58,1157,564,,53.63%,4982059,2671656,2310403,120,62,58,1157,564,,53.63%,2310403.45,58
Noreste,Coahuila,San Pedro,San Pedro B,Vale Amigo,06/06/2026,67.33%,758523,3673527,4432050,2984086,1447963,100,64,36,917,529,22,67.33%,4432050,2984086,1447963,100,64,36,917,529,22,67.33%,1447963.45,36
Noreste,Coahuila,San Pedro,San Pedro C,Vale Amigo,06/06/2026,69.08%,599045,3059352,3658398,2527183,1131215,102,57,45,858,495,,69.08%,3658398,2527183,1131215,102,57,45,858,495,,69.08%,1131214.8,45
Noreste,Coahuila Norte,Acuña,Acuña A,Vale Amigo,06/06/2026,44.02%,2014298,11340360,13354658,5878411,7476247,234,60,174,2802,920,67,44.02%,13354658,5878411,7476247,234,60,174,2802,920,67,44.02%,7476247.38,174
Noreste,Coahuila Norte,Acuña,Acuña B,Vale Amigo,06/06/2026,34.29%,1655347,9776315,11431663,3919452,7512211,197,50,147,2549,583,141,34.29%,11431663,3919452,7512211,197,50,147,2549,583,141,34.29%,7512210.64,147
Noreste,Coahuila Norte,Acuña,Acuña C,Vale Amigo,06/06/2026,53.78%,1288878,9001209,10290087,5533692,4756395,181,76,105,2308,1076,8,53.78%,10290087,5533692,4756395,181,76,105,2308,1076,8,53.78%,4756394.95,105
Noreste,Coahuila Norte,Acuña,Acuña D,Vale Amigo,06/06/2026,100.00%,0,39450,39450,39450,,4,4,,9,9,,100.00%,39450,39450,,4,4,,9,9,,100.00%,,
Noreste,Coahuila Norte,Monclova,Monclova A,Vale Amigo,06/06/2026,41.86%,1362996,7939435,9302431,3893816,5408615,191,78,113,2071,683,68,41.86%,9302431,3893816,5408615,191,78,113,2071,683,68,41.86%,5408614.67,113
Noreste,Coahuila Norte,Monclova,Monclova B,Vale Amigo,06/06/2026,50.65%,1004936,6520651,7525588,3811372,3714216,174,80,94,1544,692,,50.65%,7525588,3811372,3714216,174,80,94,1544,692,,50.65%,3714215.98,94
Noreste,Coahuila Norte,Monclova,Monclova C,Vale Amigo,06/06/2026,45.20%,1356218,6657479,8013698,3622261,4391437,230,79,151,1905,677,,45.20%,8013698,3622261,4391437,230,79,151,1905,677,,45.20%,4391436.69,151
Noreste,Coahuila Norte,Monclova,Monclova D,Viva Vale,06/06/2026,70.77%,781141,4601517,5382658,3809176,1573482,107,73,34,1026,692,24,70.77%,5382658,3809176,1573482,107,73,34,1026,692,24,70.77%,1573481.64,34
Noreste,Coahuila Norte,Monclova,Monclova E,Viva Vale,06/06/2026,65.00%,364841,3201006,3565847,2317764,1248083,78,43,35,822,503,4,65.00%,3565847,2317764,1248083,78,43,35,822,503,4,65.00%,1248082.86,35
Noreste,Coahuila Norte,Piedras Negras,Piedras Negras A,Vale Amigo,06/06/2026,52.23%,1338498,8153071,9491569,4957607,4533962,165,68,97,2046,884,21,52.23%,9491569,4957607,4533962,165,68,97,2046,884,21,52.23%,4533962.09,97
Noreste,Coahuila Norte,Piedras Negras,Piedras Negras B,Vale Amigo,06/06/2026,41.91%,1178690,6543505,7722196,3236126,4486070,182,58,124,1894,646,9,41.91%,7722196,3236126,4486070,182,58,124,1894,646,9,41.91%,4486069.78,124
Noreste,Coahuila Norte,Piedras Negras,Piedras Negras C,Vale Amigo,06/06/2026,63.02%,1161933,8122086,9284020,5850992,3433027,163,84,79,1976,1084,68,63.02%,9284020,5850992,3433027,163,84,79,1976,1084,68,63.02%,3433027.39,79
Noreste,Digital San Luis,Cd Mante Digital,Ejecutivo Cd Mante A,Vale Amigo,06/06/2026,84.38%,236687,2636300,2872988,2424316,448672,57,39,18,607,483,,84.38%,2872988,2424316,448672,57,39,18,607,483,,84.38%,448671.69,18
Noreste,Digital San Luis,Cd Victoria Digital,Ejecutivo Cd Victoria A,Vale Amigo,06/06/2026,78.91%,302485,2656137,2958622,2334521,624101,67,46,21,656,498,,78.91%,2958622,2334521,624101,67,46,21,656,498,,78.91%,624100.89,21
Noreste,Digital San Luis,San Luis Potosi Digital,San Luis Potosi A,Vale Amigo,06/06/2026,85.49%,263821,3163562,3427383,2930092,497291,56,36,20,755,610,,85.49%,3427383,2930092,497291,56,36,20,755,610,,85.49%,497291.31,20
Noreste,Reynosa Digital,Matamoros Digital,Ejecutivo Matamoros A,Vale Amigo,06/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,
Noreste,Reynosa Digital,Reynosa Digital,Ejecutivo Reynosa A,Vale Amigo,06/06/2026,100.00%,0,34000,34000,34000,,1,1,,6,6,,100.00%,34000,34000,,1,1,,6,6,,100.00%,,
Noreste,Saltillo/Nuevo Leon,Cadereyta,Cadereyta A,Vale Amigo,06/06/2026,54.63%,829828,3909037,4738865,2588665,2150200,97,49,48,929,385,17,54.63%,4738865,2588665,2150200,97,49,48,929,385,17,54.63%,2150200.27,48
Noreste,Saltillo/Nuevo Leon,Cadereyta,Cadereyta B,Vale Amigo,06/06/2026,55.76%,725941,3083386,3809328,2124179,1685149,100,46,54,800,339,11,55.76%,3809328,2124179,1685149,100,46,54,800,339,11,55.76%,1685148.77,54
Noreste,Saltillo/Nuevo Leon,Cadereyta,Cadereyta C,Viva Vale,06/06/2026,85.92%,432470,2269242,2701711,2321193,380518,60,50,10,465,322,69,85.92%,2701711,2321193,380518,60,50,10,465,322,69,85.92%,380518.07,10
Noreste,Saltillo/Nuevo Leon,Cadereyta,Cadereyta D,Viva Vale,06/06/2026,86.05%,296606,2000207,2296813,1976368,320445,55,48,7,406,317,,86.05%,2296813,1976368,320445,55,48,7,406,317,,86.05%,320444.52,7
Noreste,Saltillo/Nuevo Leon,Linares,Linares A,Vale Amigo,06/06/2026,72.19%,919155,4688759,5607914,4048385,1559529,193,103,90,1368,833,,72.19%,5607914,4048385,1559529,193,103,90,1368,833,,72.19%,1559528.72,90
Noreste,Saltillo/Nuevo Leon,Linares,Linares B,Vale Amigo,06/06/2026,54.30%,832492,4150981,4983473,2705872,2277601,171,94,77,1223,564,10,54.30%,4983473,2705872,2277601,171,94,77,1223,564,10,54.30%,2277601.12,77
Noreste,Saltillo/Nuevo Leon,Saltillo,Saltillo A,Vale Amigo,06/06/2026,52.68%,714262,4045919,4760181,2507669,2252512,159,79,80,1113,455,46,52.68%,4760181,2507669,2252512,159,79,80,1113,455,46,52.68%,2252511.78,80
Noreste,Saltillo/Nuevo Leon,Saltillo,Saltillo B,Vale Amigo,06/06/2026,65.49%,833808,3821290,4655098,3048486,1606612,164,96,68,1062,578,25,65.49%,4655098,3048486,1606612,164,96,68,1062,578,25,65.49%,1606611.91,68
Noreste,Saltillo/Nuevo Leon,Saltillo,Saltillo C,Vale Amigo,06/06/2026,55.29%,803938,3494295,4298233,2376680,1921552,150,69,81,1048,446,18,55.29%,4298233,2376680,1921552,150,69,81,1048,446,18,55.29%,1921552.39,81
Noreste,Saltillo/Nuevo Leon,Saltillo,Saltillo D,Vale Amigo,06/06/2026,46.15%,834463,3728285,4562747,2105520,2457227,151,53,98,1145,418,7,46.15%,4562747,2105520,2457227,151,53,98,1145,418,7,46.15%,2457227.27,98
Noreste,Saltillo/Nuevo Leon,Saltillo,Saltillo E,Viva Vale,06/06/2026,78.43%,464828,2688511,3153339,2473220,680119,108,84,24,663,467,27,78.43%,3153339,2473220,680119,108,84,24,663,467,27,78.43%,680118.9,24
Noreste,San Luis,Ciudad Valles,Ciudad Valles A,Vale Amigo,06/06/2026,70.10%,966158,5398411,6364569,4461862,1902707,145,94,51,1239,741,19,70.10%,6364569,4461862,1902707,145,94,51,1239,741,19,70.10%,1902707.16,51
Noreste,San Luis,Ciudad Valles,Ciudad Valles B,Vale Amigo,06/06/2026,52.88%,872804,3544355,4417158,2335896,2081262,128,59,69,1008,399,17,52.88%,4417158,2335896,2081262,128,59,69,1008,399,17,52.88%,2081262.23,69
Noreste,San Luis,Ciudad Valles,Ciudad Valles C,Viva Vale,06/06/2026,55.65%,356504,2233060,2589565,1441064,1148500,65,39,26,528,254,22,55.65%,2589565,1441064,1148500,65,39,26,528,254,22,55.65%,1148500.4,26
Noreste,San Luis,Ciudad Valles,Ciudad Valles D,Viva Vale,06/06/2026,84.64%,395891,2327634,2723525,2305323,418203,64,53,11,559,449,11,84.64%,2723525,2305323,418203,64,53,11,559,449,11,84.64%,418202.51,11
Noreste,San Luis,Matehuala,Matehuala A,Vale Amigo,06/06/2026,72.70%,759408,4549624,5309033,3859831,1449202,121,76,45,1062,713,5,72.70%,5309033,3859831,1449202,121,76,45,1062,713,5,72.70%,1449201.75,45
Noreste,San Luis,Matehuala,Matehuala B,Vale Amigo,06/06/2026,77.02%,599686,3552890,4152577,3198193,954384,99,68,31,892,602,12,77.02%,4152577,3198193,954384,99,68,31,892,602,12,77.02%,954383.75,31
Noreste,San Luis,Matehuala,Matehuala C,Viva Vale,06/06/2026,75.37%,321784,2217665,2539449,1913911,625538,52,38,14,544,387,,75.37%,2539449,1913911,625538,52,38,14,544,387,,75.37%,625538.35,14
Noreste,San Luis,Matehuala,Matehuala D,Viva Vale,06/06/2026,82.26%,271882,1796213,2068095,1701185,366910,61,46,15,468,375,,82.26%,2068095,1701185,366910,61,46,15,468,375,,82.26%,366910.49,15
Noreste,Tamaulipas,Altamira,Altamira A,Vale Amigo,06/06/2026,68.28%,678166,3740654,4418820,3017134,1401686,103,73,30,868,488,39,68.28%,4418820,3017134,1401686,103,73,30,868,488,39,68.28%,1401685.9,30
Noreste,Tamaulipas,Altamira,Altamira B,Vale Amigo,06/06/2026,75.14%,934322,4203698,5138020,3860744,1277276,116,80,36,1002,629,29,75.14%,5138020,3860744,1277276,116,80,36,1002,629,29,75.14%,1277275.96,36
Noreste,Tamaulipas,Altamira,Altamira C,Vale Amigo,06/06/2026,78.92%,805356,3729668,4535024,3579057,955966,102,75,27,838,568,23,78.92%,4535024,3579057,955966,102,75,27,838,568,23,78.92%,955966.21,27
Noreste,Tamaulipas,Altamira,Altamira D,Vale Amigo,06/06/2026,60.94%,1257000,7072610,8329610,5075998,3253612,119,55,64,1478,703,50,60.94%,8329610,5075998,3253612,119,55,64,1478,703,50,60.94%,3253611.77,64
Noreste,Tamaulipas,Altamira,Altamira E,Vale Amigo,06/06/2026,73.78%,757679,4759542,5517221,4070770,1446452,99,59,40,1121,732,9,73.78%,5517221,4070770,1446452,99,59,40,1121,732,9,73.78%,1446451.74,40
Noreste,Tamaulipas,Altamira,Altamira F,Viva Vale,06/06/2026,90.33%,557528,3887678,4445206,4015231,429975,82,76,6,763,684,,90.33%,4445206,4015231,429975,82,76,6,763,684,,90.33%,429975,6
Noreste,Tamaulipas,Altamira,Altamira G,Viva Vale,06/06/2026,74.19%,728084,4763217,5491301,4074076,1417224,107,70,37,1097,692,61,74.19%,5491301,4074076,1417224,107,70,37,1097,692,61,74.19%,1417224.36,37
Noreste,Tamaulipas,Tampico Norte,Tampico Norte A,Vale Amigo,06/06/2026,72.66%,963561,5992657,6956218,5054307,1901911,118,84,34,1402,904,32,72.66%,6956218,5054307,1901911,118,84,34,1402,904,32,72.66%,1901910.55,34
Noreste,Tamaulipas,Tampico Norte,Tampico Norte B,Vale Amigo,06/06/2026,81.22%,899295,5635267,6534562,5307327,1227235,125,91,34,1291,957,26,81.22%,6534562,5307327,1227235,125,91,34,1291,957,26,81.22%,1227235.49,34
Noreste,Tamaulipas,Tampico Norte,Tampico Norte C,Vale Amigo,06/06/2026,72.57%,989516,5820845,6810361,4942248,1868112,144,76,68,1447,866,22,72.57%,6810361,4942248,1868112,144,76,68,1447,866,22,72.57%,1868112.33,68
Noreste,Tamaulipas,Tampico Norte,Tampico Norte D,Vale Amigo,06/06/2026,59.65%,898785,5445891,6344676,3784601,2560075,140,76,64,1332,702,21,59.65%,6344676,3784601,2560075,140,76,64,1332,702,21,59.65%,2560074.65,64
Noreste,Tampico,Tampico Centro,Tampico Centro A,Vale Amigo,06/06/2026,74.72%,1300629,8893496,10194124,7616758,2577366,147,94,53,1979,1392,,74.72%,10194124,7616758,2577366,147,94,53,1979,1392,,74.72%,2577366.36,53
Noreste,Tampico,Tampico Centro,Tampico Centro B,Vale Amigo,06/06/2026,60.22%,1167449,6038592,7206042,4339746,2866296,153,88,65,1503,755,58,60.22%,7206042,4339746,2866296,153,88,65,1503,755,58,60.22%,2866295.63,65
Noreste,Tampico,Tampico Centro,Tampico Centro C,Vale Amigo,06/06/2026,76.36%,1055094,6595183,7650277,5841910,1808367,156,105,51,1566,1139,5,76.36%,7650277,5841910,1808367,156,105,51,1566,1139,5,76.36%,1808366.67,51
Noreste,Tampico,Tampico Centro,Tampico Centro D,Vale Amigo,06/06/2026,71.19%,1272706,8357965,9630672,6855718,2774954,127,82,45,1778,1138,,71.19%,9630672,6855718,2774954,127,82,45,1778,1138,,71.19%,2774953.89,45
Noreste,Tampico,Tampico Centro,Tampico Centro E,Viva Vale,06/06/2026,80.81%,686134,6081366,6767500,5468790,1298711,121,96,25,1402,1066,33,80.81%,6767500,5468790,1298711,121,96,25,1402,1066,33,80.81%,1298710.5,25
Noreste,Tampico,Tampico Centro,Tampico Centro F,Viva Vale,06/06/2026,79.10%,958544,7022753,7981297,6312920,1668377,164,127,37,1670,1265,17,79.10%,7981297,6312920,1668377,164,127,37,1670,1265,17,79.10%,1668377.04,37
Noreste,Tampico,Tampico Madero,Tampico Madero A,Vale Amigo,06/06/2026,56.42%,1290381,7347774,8638156,4873555,3764601,148,76,72,1772,789,82,56.42%,8638156,4873555,3764601,148,76,72,1772,789,82,56.42%,3764600.78,72
Noreste,Tampico,Tampico Madero,Tampico Madero B,Vale Amigo,06/06/2026,66.89%,1149132,7328597,8477729,5670589,2807140,125,68,57,1705,964,63,66.89%,8477729,5670589,2807140,125,68,57,1705,964,63,66.89%,2807140.04,57
Noreste,Tampico,Tampico Madero,Tampico Madero C,Vale Amigo,06/06/2026,60.28%,1178943,7212296,8391239,5058368,3332871,164,91,73,1759,893,25,60.28%,8391239,5058368,3332871,164,91,73,1759,893,25,60.28%,3332871.17,73
Noreste,Tampico,Tampico Madero,Tampico Madero D,Viva Vale,06/06/2026,75.50%,586810,4151838,4738648,3577663,1160985,89,66,23,938,658,62,75.50%,4738648,3577663,1160985,89,66,23,938,658,62,75.50%,1160984.88,23
Noreste,Tampico,Tampico Madero,Tampico Madero E,Viva Vale,06/06/2026,80.18%,494579,3621893,4116472,3300768,815704,84,69,15,804,613,6,80.18%,4116472,3300768,815704,84,69,15,804,613,6,80.18%,815703.98,15
Noreste,Tampico,Tampico Madero,Tampico Madero F,Viva Vale,06/06/2026,86.52%,465562,3293774,3759336,3252621,506715,79,66,13,777,551,106,86.52%,3759336,3252621,506715,79,66,13,777,551,106,86.52%,506715.41,13
Pacifico,Digital Baja Sur,Loreto Digital,Ejecutivo Loreto A,Vale Amigo,06/06/2026,94.92%,217217,1546265,1763483,1673868,89615,40,35,5,403,372,,94.92%,1763483,1673868,89615,40,35,5,403,372,,94.92%,89614.65,5
Pacifico,Digital Baja Sur,Santa Rosalia Digital,Ejecutivo Santa Rosalia A,Vale Amigo,06/06/2026,98.69%,116320,1306845,1423165,1404480,18685,25,24,1,303,299,,98.69%,1423165,1404480,18685,25,24,1,303,299,,98.69%,18684.78,1
Pacifico,Digital Baja Sur,Vizcaino Digital,Ejecutivo Vizcaino A,Vale Amigo,06/06/2026,100.00%,36650,308323,344973,344973,,13,13,,74,74,,100.00%,344973,344973,,13,13,,74,74,,100.00%,,
Pacifico,Digital Sonora Norte 2,Cananea Digital,Ejecutivo Cananea A,Vale Amigo,06/06/2026,66.97%,409649,4220695,4630344,3100728,1529616,96,57,39,1121,653,49,66.97%,4630344,3100728,1529616,96,57,39,1121,653,49,66.97%,1529615.72,39
Pacifico,Digital Sonora Norte 2,Imuris Digital,Ejecutivo Imuris A,Vale Amigo,06/06/2026,80.83%,376049,2444979,2821028,2280115,540913,71,48,23,554,407,,80.83%,2821028,2280115,540913,71,48,23,554,407,,80.83%,540913.13,23
Pacifico,Digital Sonora Norte 2,Nogales,Nogales A,Vale Amigo,06/06/2026,62.44%,1318779,8872156,10190935,6363642,3827293,176,86,90,2157,1156,13,62.44%,10190935,6363642,3827293,176,86,90,2157,1156,13,62.44%,3827293.3,90
