Date,Marca,Subdirección,Zona,Sucursal,Total dispersado,Monto Financiero,Monto PP,Canjes,Prestamos Personales,Canje Promedio,PP Promedio
19/06/2026,Vale Amigo,Sureste,Tabasco Centro,Macuspana,104500,104500,,17,,6147.06,
20/06/2026,Vale Amigo,Noreste,Coahuila,San Pedro,104500,104500,,13,,8038.46,
27/06/2026,Vale Amigo,Noreste,Coahuila Norte,Monclova,104500,104500,,15,,6966.67,
01/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Jimenez,104000,45000,59000,6,4,7500,14750
02/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Navolato,104000,64000,40000,10,3,6400,13333.33
09/06/2026,Vale Amigo,Bajio,Morelia,Celaya,104000,104000,,14,,7428.57,
09/06/2026,Vale Amigo,Bajio,Zacatecas,Rio Grande,104000,104000,,12,,8666.67,
10/06/2026,Vale Amigo,Pacifico,Sonora Sur,Navojoa,104000,93000,11000,14,1,6642.86,11000
13/06/2026,Viva Vale,Noreste,Coahuila Norte,Monclova,104000,79000,25000,10,2,7900,12500
15/06/2026,Vale Amigo,Pacifico,Mazatlan,Rosario,104000,79000,25000,10,1,7900,25000
19/06/2026,Vale Amigo,Bajio,Tepic,Mezcales,104000,104000,,12,,8666.67,
19/06/2026,Vale Amigo,Pacifico,Mazatlan,Rosario,104000,104000,,12,,8666.67,
27/06/2026,Vale Amigo,Noreste,Coahuila,San Pedro,104000,82000,22000,12,1,6833.33,22000
02/07/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Parral,104000,79000,25000,12,2,6583.33,12500
03/07/2026,Vale Amigo,Bajio,Tepic,Mezcales,104000,86000,18000,11,1,7818.18,18000
24/06/2026,Vale Amigo,Pacifico,La Paz 2,Cd.Constitución,103858,103858,,16,,6491.13,
02/06/2026,Vale Amigo,Pacifico,Sonora Sur,Huatabampo,103500,73500,30000,10,1,7350,30000
03/06/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Parral,103500,103500,,15,,6900,
12/06/2026,Vale Amigo,Pacifico,Sonora Sur,Navojoa,103500,103500,,15,,6900,
19/06/2026,Vale Amigo,Sureste,Veracruz Sur,Acayucan,103500,98500,5000,16,1,6156.25,5000
23/06/2026,Vale Amigo,Pacifico,La Paz 2,La Paz 3,103500,78500,25000,10,1,7850,25000
24/06/2026,Viva Vale,Pacifico,Los Cabos,San Jose Del Cabo,103500,68500,35000,11,2,6227.27,17500
29/06/2026,Vale Amigo,Bajio,Tepic,Tepic,103500,73500,30000,9,2,8166.67,15000
01/07/2026,Vale Amigo,Pacifico,Sinaloa Centro,Guamuchil,103500,73500,30000,11,2,6681.82,15000
02/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Costa Rica,103000,70000,33000,10,2,7000,16500
08/06/2026,Vale Amigo,Noreste,Coahuila Norte,Monclova,103000,85000,18000,11,1,7727.27,18000
12/06/2026,Vale Amigo,Bajio,Durango,El Salto,103000,58000,45000,8,3,7250,15000
16/06/2026,Vale Amigo,Bajio,Tepic,Vallarta,103000,103000,,14,,7357.14,
16/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Navolato,103000,85000,18000,10,1,8500,18000
20/06/2026,Viva Vale,Sureste,Veracruz Norte,Poza Rica 2,103000,58000,45000,11,3,5272.73,15000
23/06/2026,Vale Amigo,Noreste,Coahuila Norte,Piedras Negras,103000,73000,30000,12,1,6083.33,30000
23/06/2026,Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,103000,103000,,13,,7923.08,
26/06/2026,Vale Amigo,Noreste,Coahuila,San Pedro,103000,50000,53000,9,3,5555.56,17666.67
29/06/2026,Viva Vale,Noreste,Tamaulipas,Altamira,103000,83000,20000,12,1,6916.67,20000
30/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tecate,103000,78000,25000,10,1,7800,25000
24/06/2026,Vale Amigo,Sureste,Tabasco Norte,Comalcalco,102946,65946,37000,11,2,5995.09,18500
06/06/2026,Vale Amigo,Noreste,Tampico,Tampico Madero,102500,102500,,15,,6833.33,
26/06/2026,Vale Amigo,Bajio,Morelia,Uruapan,102500,102500,,15,,6833.33,
27/06/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa,102406,94406,8000,17,1,5553.29,8000
02/07/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Juchitan Digital,102118,73118,29000,12,3,6093.17,9666.67
18/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Tehuantepec Digital,102086,77086,25000,14,1,5506.14,25000
02/06/2026,Vale Amigo,Bajio,Morelia,Irapuato,102000,80000,22000,9,1,8888.89,22000
02/06/2026,Viva Vale,Pacifico,Sinaloa Centro,Culiacán Centro,102000,102000,,14,,7285.71,
03/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Navolato,102000,62000,40000,10,3,6200,13333.33
08/06/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa 2,102000,62000,40000,11,3,5636.36,13333.33
10/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Costa Rica,102000,96000,6000,11,1,8727.27,6000
10/06/2026,Vale Amigo,Sureste,Veracruz Sur,Coatzacoalcos,102000,80000,22000,9,1,8888.89,22000
12/06/2026,Viva Vale,Noreste,Coahuila Norte,Monclova,102000,55000,47000,7,3,7857.14,15666.67
13/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tecate,102000,72000,30000,9,2,8000,15000
17/06/2026,Viva Vale,Noreste,Coahuila Norte,Monclova,102000,87000,15000,13,1,6692.31,15000
20/06/2026,Vale Amigo,Pacifico,Sonora Sur,Navojoa,102000,102000,,17,,6000,
24/06/2026,Vale Amigo,Pacifico,Mazatlan,La Cruz,102000,62000,40000,6,2,10333.33,20000
24/06/2026,Vale Amigo,Pacifico,Mazatlan,Mazatlán Centro,102000,74000,28000,12,2,6166.67,14000
25/06/2026,Vale Amigo,Noreste,Coahuila Norte,Monclova,102000,72000,30000,9,1,8000,30000
27/06/2026,Vale Amigo,Pacifico,Mazatlan,Mazatlán Centro,102000,102000,,14,,7285.71,
29/06/2026,Vale Amigo,Noreste,Digital San Luis,San Luis Potosi Digital,102000,57000,45000,7,2,8142.86,22500
19/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,101539,101539,,16,,6346.19,
04/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,101500,86500,15000,10,1,8650,15000
06/06/2026,Vale Amigo,Sureste,Veracruz Sur,Minatitlán,101500,83500,18000,15,1,5566.67,18000
08/06/2026,Vale Amigo,Noreste,Coahuila,Guadalupe Victoria,101500,58500,43000,9,1,6500,43000
11/06/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa,101500,60500,41000,11,3,5500,13666.67
24/06/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,101500,93500,8000,17,1,5500,8000
24/06/2026,Viva Vale,Sureste,Veracruz Norte,Poza Rica 2,101500,101500,,15,,6766.67,
03/06/2026,Viva Vale,Bajio,Morelia,Morelia,101000,101000,,17,,5941.18,
11/06/2026,Vale Amigo,Bajio,Zacatecas,Jerez,101000,83000,18000,9,1,9222.22,18000
11/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Culiacán San Isidro,101000,79000,22000,10,1,7900,22000
12/06/2026,Vale Amigo,Bajio,Zacatecas,Zacatecas,101000,85000,16000,12,2,7083.33,8000
15/06/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,101000,86000,15000,10,1,8600,15000
20/06/2026,Vale Amigo,Bajio,Morelia,Uruapan,101000,101000,,14,,7214.29,
22/06/2026,Vale Amigo,Pacifico,La Paz 2,La Paz 3,101000,101000,,14,,7214.29,
22/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Culiacán San Isidro,101000,101000,,15,,6733.33,
25/06/2026,Vale Amigo,Noreste,Tampico,Tampico Madero,101000,91000,10000,13,1,7000,10000
25/06/2026,Viva Vale,Noreste,Tamaulipas,Altamira,101000,101000,,15,,6733.33,
26/06/2026,Vale Amigo,Pacifico,Sonora Centro,Hermosillo,101000,101000,,16,,6312.5,
26/06/2026,Viva Vale,Noreste,Tampico,Tampico Centro,101000,93000,8000,11,1,8454.55,8000
27/06/2026,Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,101000,76000,25000,12,1,6333.33,25000
29/06/2026,Vale Amigo,Bajio,Zacatecas,Fresnillo,101000,76000,25000,12,1,6333.33,25000
03/06/2026,Vale Amigo,Sureste,Veracruz Sur,Acayucan,100500,92500,8000,13,1,7115.38,8000
11/06/2026,Vale Amigo,Pacifico,Sonora Centro,Empalme,100500,100500,,15,,6700,
13/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Guamuchil,100500,64500,36000,12,4,5375,9000
13/06/2026,Vale Amigo,Sureste,Tabasco Centro,Macuspana,100500,90500,10000,16,1,5656.25,10000
16/06/2026,Viva Vale,Sureste,Tabasco Norte,Comalcalco,100500,85500,15000,15,1,5700,15000
17/06/2026,Vale Amigo,Baja Sonora Norte,Mexicali,Mexicali,100500,100500,,15,,6700,
23/06/2026,Vale Amigo,Sureste,Tabasco Norte,Cardenas,100500,85500,15000,13,1,6576.92,15000
27/06/2026,Vale Amigo,Sureste,Tabasco Centro,Macuspana,100500,36500,64000,6,5,6083.33,12800
02/06/2026,Viva Vale,Sureste,Tabasco Norte,Comalcalco,100000,100000,,13,,7692.31,
06/06/2026,Vale Amigo,Pacifico,Sonora Centro,Guaymas,100000,100000,,14,,7142.86,
08/06/2026,Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,100000,85000,15000,12,1,7083.33,15000
08/06/2026,Vale Amigo,Pacifico,Digital Sonora Norte 2,Nogales,100000,75000,25000,10,1,7500,25000
09/06/2026,Viva Vale,Sureste,Veracruz Centro,Orizaba,100000,85000,15000,14,1,6071.43,15000
10/06/2026,Viva Vale,Noreste,Tampico,Tampico Madero,100000,61000,39000,9,4,6777.78,9750
11/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Guamuchil,100000,55000,45000,10,3,5500,15000
12/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,100000,78000,22000,10,1,7800,22000
13/06/2026,Vale Amigo,Bajio,Zacatecas,Zacatecas,100000,100000,,14,,7142.86,
13/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,100000,55000,45000,8,3,6875,15000
17/06/2026,Viva Vale,Noreste,San Luis,Matehuala,100000,69000,31000,10,2,6900,15500
17/06/2026,Viva Vale,Pacifico,Los Cabos,San Jose Del Cabo,100000,85000,15000,12,1,7083.33,15000
20/06/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,100000,100000,,13,,7692.31,
01/07/2026,Vale Amigo,Bajio,Zacatecas,Fresnillo,100000,92000,8000,12,1,7666.67,8000
01/07/2026,Viva Vale,Chihuahua,Chihuahua Centro,Cuauhtemoc,100000,70000,30000,9,2,7777.78,15000
05/06/2026,Vale Amigo,Bajio,Zacatecas,Fresnillo,99500,99500,,13,,7653.85,
05/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Culiacán Centro,99500,99500,,13,,7653.85,
13/06/2026,Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,99500,56500,43000,8,3,7062.5,14333.33
18/06/2026,Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,99500,99500,,12,,8291.67,
29/06/2026,Vale Amigo,Noreste,Coahuila,San Pedro,99500,99500,,14,,7107.14,
10/06/2026,Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,99000,99000,,15,,6600,
15/06/2026,Viva Vale,Bajio,Morelia,Morelia,99000,99000,,15,,6600,
16/06/2026,Viva Vale,Pacifico,Los Cabos,Cabo San Lucas,99000,54000,45000,7,2,7714.29,22500
20/06/2026,Vale Amigo,Noreste,Digital San Luis,Cd Victoria Digital,99000,99000,,15,,6600,
20/06/2026,Vale Amigo,Sureste,Veracruz Sur,Coatzacoalcos,99000,83000,16000,11,2,7545.45,8000
22/06/2026,Vale Amigo,Noreste,Tamaulipas,Altamira,99000,99000,,15,,6600,
22/06/2026,Viva Vale,Sureste,Tabasco Norte,Cardenas 2,99000,99000,,18,,5500,
03/07/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,99000,99000,,13,,7615.38,
04/07/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,El Dorado,99000,99000,,11,,9000,
04/07/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,98692,83692,15000,14,1,5978,15000
11/06/2026,Vale Amigo,Bajio,Zacatecas,Zacatecas,98500,68500,30000,10,2,6850,15000
16/06/2026,Vale Amigo,Bajio,Zacatecas,Fresnillo,98500,98500,,14,,7035.71,
20/06/2026,Vale Amigo,Bajio,Morelia,Celaya,98500,61500,37000,8,2,7687.5,18500
23/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,98500,88500,10000,12,1,7375,10000
25/06/2026,Vale Amigo,Bajio,Durango,El Salto,98500,98500,,13,,7576.92,
26/06/2026,Vale Amigo,Sureste,Veracruz Sur,Minatitlán,98500,90500,8000,15,1,6033.33,8000
03/07/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Camargo,98500,98500,,11,,8954.55,
04/07/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,98500,98500,,14,,7035.71,
30/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Tehuantepec Digital,98360,98360,,16,,6147.5,
01/06/2026,Vale Amigo,Pacifico,Mazatlan,Rosario,98000,80000,18000,9,1,8888.89,18000
01/06/2026,Vale Amigo,Pacifico,Sonora Sur,Huatabampo,98000,98000,,13,,7538.46,
09/06/2026,Vale Amigo,Pacifico,La Paz 1,La Paz,98000,98000,,15,,6533.33,
22/06/2026,Vale Amigo,Pacifico,Sonora Norte 1,Caborca,98000,98000,,12,,8166.67,
23/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,98000,80000,18000,10,1,8000,18000
02/07/2026,Vale Amigo,Bajio,Zacatecas,Fresnillo,98000,76000,22000,11,1,6909.09,22000
30/06/2026,Vale Amigo,Noreste,Digital San Luis,Cd Mante Digital,97857,97857,,17,,5756.29,
04/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,97500,82500,15000,12,1,6875,15000
11/06/2026,Viva Vale,Noreste,Tamaulipas,Altamira,97500,74500,23000,11,2,6772.73,11500
17/06/2026,Vale Amigo,Pacifico,Sonora Sur,Huatabampo,97500,82500,15000,17,1,4852.94,15000
23/06/2026,Vale Amigo,Pacifico,La Paz 2,Cd.Constitución,97500,97500,,12,,8125,
22/06/2026,Vale Amigo,Sureste,Veracruz Norte,Poza Rica,97050,97050,,16,,6065.63,
05/06/2026,Vale Amigo,Pacifico,La Paz 2,Cd.Constitución,97000,97000,,11,,8818.18,
10/06/2026,Vale Amigo,Sureste,Veracruz Centro,Orizaba,97000,82000,15000,11,1,7454.55,15000
11/06/2026,Vale Amigo,Pacifico,La Paz 2,La Paz 3,97000,82000,15000,9,1,9111.11,15000
15/06/2026,Vale Amigo,Noreste,Saltillo/Nuevo Leon,Linares,97000,87000,10000,12,1,7250,10000
15/06/2026,Vale Amigo,Noreste,San Luis,Matehuala,97000,75000,22000,10,1,7500,22000
16/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Camargo,97000,82000,15000,10,1,8200,15000
17/06/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Acaponeta,97000,97000,,13,,7461.54,
23/06/2026,Vale Amigo,Bajio,Zacatecas,Rio Grande,97000,67000,30000,8,3,8375,10000
23/06/2026,Vale Amigo,Pacifico,Mazatlan,Mazatlán Centro,97000,97000,,13,,7461.54,
29/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Navolato,97000,75000,22000,11,1,6818.18,22000
03/07/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Parral,96857,96857,,14,,6918.36,
02/07/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,96820,78820,18000,11,1,7165.45,18000
12/06/2026,Vale Amigo,Noreste,Coahuila,Guadalupe Victoria,96500,81500,15000,12,1,6791.67,15000
18/06/2026,Vale Amigo,Sureste,Veracruz Sur,Acayucan,96500,88500,8000,15,1,5900,8000
18/06/2026,Viva Vale,Sureste,Tabasco Norte,Comalcalco,96500,88500,8000,15,1,5900,8000
19/06/2026,Viva Vale,Bajio,Tepic,Tepic,96500,96500,,15,,6433.33,
20/06/2026,Viva Vale,Noreste,Tampico,Tampico Madero,96500,96500,,14,,6892.86,
22/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,96500,81500,15000,10,1,8150,15000
23/06/2026,Vale Amigo,Baja Sonora Norte,Mexicali,San Luis Rio Colorado,96500,78500,18000,15,2,5233.33,9000
